id,key,summary
527613,UNBO-3554,Deforestation content (Update) - NDP Landing Page 
527612,UNBO-3553,Deforestation content (Update)- Whats next 
527610,UNBO-3552,Deforestation content (New)- Forest Footprint Analytics
527578,UNBO-3551,Sanity AI tool for translations
527556,UNBO-3550,JS disabled search is broken = dove site:https://undefined
527469,UNBO-3549,Testing the WIOP feeds for alphanumeric function ID's
527456,UNBO-3548,Suggested improvements to Cypress test design
527438,UNBO-3547,Potential vulnerability on Cross Site Scripting
527429,UNBO-3546,Deforestation Content (update)- Soy
527426,UNBO-3545,Deforestation Content (update)- Tea
527425,UNBO-3544,Deforestation Content (update)- Cocoa
527424,UNBO-3543,Deforestation Content (update)- Paper and board
527409,UNBO-3542,Deforestation Content (update)-Palm oil
527407,UNBO-3541,Deforestation Content (New page)- Unilever’s deforestation-free strategy
527297,UNBO-3540,All QA sites are failing a build
527261,UNBO-3537,Create notices-stage.unilever.com
527214,UNBO-3536,Add Unilever Notices sites to smoke test coverage
527036,UNBO-3535,Gather sustainability metrics for the navigation rollout before and after
526999,UNBO-3534,Stage sub-sites are error 500
526841,UNBO-3532,Netlify Vietnam publication is offline
526839,UNBO-3531,Astro not loading env variables in prod mode
526812,UNBO-3529,Stage deploy tool list is missing publications and requires reordering (like live list)
526681,UNBO-3528,Test 
526645,UNBO-3526,Test
526606,UNBO-3525,Removal of the contact us in the footer
526605,UNBO-3524,Removal of ‘Share this page’ functionality
526604,UNBO-3523,Removal of Search CTA
526602,UNBO-3522,Removal of Sitemap
526601,UNBO-3521,Removal of Breadcrumb
526599,UNBO-3520,Removal of the Unilever logo functionality
526582,UNBO-3519,Issues with redirects using the @astrojs/netlify adapter
526350,UNBO-3518,Create a report from Google Analytics regarding Search 
526343,UNBO-3517,Deforestation questions - Set up a call with the teams that manage the data to see if we can improve ways of working for any future projects.
526342,UNBO-3516,"Deforestation questions - Agree QA strategy with the test team on how to validate the performance of the data when displayed on the map, and whether there needs to be any reduction in the points / poly resolution"
526341,UNBO-3515,Deforestation questions - Confirm where api.ndpe.dev.unilever.com is hosted and who manages it
526340,UNBO-3514,Deforestation questions - Confirm where Google Earth Engine is hosted and who manages it
526339,UNBO-3513,Deforestation questions - Confirm the license terms for Google Earth Engine
526335,UNBO-3512,Notice site - Phase 1 
526170,UNBO-3511,Review for Automation : Palm Oil Story: feature variant 
525992,UNBO-3509,Enable editors to use header modules on news search pages
525964,UNBO-3508,TEMPLATE BUG(Provide a concise one-sentence summary of the bug)
525939,UNBO-3506,Add New Relic monitor for monitor.json timestamp
525830,UNBO-3505,Remove header legacy selectors from automation tests
525769,UNBO-3504,Expand POST to Zephyr/testcycles and include customFields
525636,UNBO-3503,Call Zephyr 'All Folders' API to extract the latest Sprint X folder ID
525586,UNBO-3502,Cypress Renderer process just crashed - Chrome v121
525555,UNBO-3501,Cookie Banner on Mobile Devices
525457,UNBO-3499,Create deforestation QA strategy doc
525451,UNBO-3498,Review all Terraform New Relic script to ensure they throw error if assertions fail
525449,UNBO-3497,Percentage Chart - Promoted chart size
525445,UNBO-3495,Nested features in sections are missing the processing
525440,UNBO-3493,List all the Live sites and mark which ones have cookie blocking enbaled
525433,UNBO-3492,Provide Sanity access for wan.mohamad@nmqdigital.com
525428,UNBO-3491,Provide Slack access for wan.mohamad@nmqdigital.com
525426,UNBO-3490,Provide Slack access for jamie.robertson@unilever.com
525184,UNBO-3489,Add OneTrust to SEAC
525104,UNBO-3488,NDPE percentage chart graphics do not anchor to image when browser zoomed in and out
525068,UNBO-3487,Add new QA stage to automation regression pack
524933,UNBO-3486,Add script cmd to query domains test data
524919,UNBO-3485,Add OneTrust for wiop-si.unilever.com
524918,UNBO-3484,Add OneTrust for wiop.unilever.rs
524917,UNBO-3483,Add OneTrust for wiop.unilever.mt & /en/
524916,UNBO-3482,Add OneTrust for wiop.unilever.lu
524915,UNBO-3481,Add OneTrust for wiop.unilever.lt
524914,UNBO-3480,Add OneTrust for wiop.unilever.lv
524913,UNBO-3479,Add OneTrust for wiop.unilever.ee
524912,UNBO-3478,Add OneTrust for wiop.unileve.cy
524911,UNBO-3477,Add OneTrust for wiop.unilever.hr
524910,UNBO-3476,Add OneTrust for wiop.unilever.bg
524909,UNBO-3475,"Review for Automation - NDPE Story: ""Palm oil supply chain"" overview"
524908,UNBO-3474,"Review for Automation - NDPE Story: ""what's next"""
524840,UNBO-3473,Ensure OneTrust is on all WIOP sites
524833,UNBO-3472,"Review for Automation - NDPE Story: ""Forest-risk commodities"" section - overview and scores"
524603,UNBO-3471,Not able to see percentage bar in commodity image in Safari desktop mode
524591,UNBO-3470,Enable PR checks Percy on real mobile devices
524571,UNBO-3469,Add the final content into solution 
524544,UNBO-3468,Story module - Create schema and processor 
524535,UNBO-3467,Deforestation - Story module 
524303,UNBO-3466,Palm Oil Story: show media content in the right-hand side of the narrative as user scrolls
524254,UNBO-3464,TEMPLATE EPIC
523990,UNBO-3463,CMS: Section validation asking for CTA to be filled out
523986,UNBO-3461,Geo redirects
523970,UNBO-3460,"NDPE Story: Enhance ""Forest-risk commodities"" section with overall scores"
523949,UNBO-3459,Enable the ability to add a CTA which has a model in a feature module 
523945,UNBO-3458,On the signpost and section the title needs to be bigger
523931,UNBO-3456,Review for Automation - NDPE Story:  Signpost variant
523908,UNBO-3455,Test bug 
523906,UNBO-3454,Bug test
523904,UNBO-3452,story test
523790,UNBO-3450,Test WIOP glossary API cache 
523788,UNBO-3449,Create a caching layer for the tile service 
523787,UNBO-3448,Create a Cache service that will store local JSON
523753,UNBO-3447,Configure new navigation on automation publication and add tests
523751,UNBO-3446,QA Pakistan specific brands search returns 0 results
523719,UNBO-3445,Automate gathering end of month GitHub stats into Confluence
523637,UNBO-3444,Review distilled sites results - 2024-02-01
523606,UNBO-3443,qa-manual-stage-netlify is error 500
523601,UNBO-3442,Page Redirection and Connection between pages
523516,UNBO-3441,CTA color and Variant background color matches
523450,UNBO-3440,Investigate the type of layers needed for the maps
523446,UNBO-3439,Update Sanity to latest UI release
523442,UNBO-3438,Palm Oil Story: collapse content
523421,UNBO-3437,Asset file is throwing error when linked with CTA
523411,UNBO-3435,Variant background colour | Observations
523378,UNBO-3434,Review for Automation : NDPE Story: Adding variant options to feature module 
523310,UNBO-3433,Palm Oil Story: navigation
523309,UNBO-3432,Add test for CMS Hub - Add a standard
523297,UNBO-3431,Palm Oil Story: feature variant 
523240,UNBO-3430,Accessibility hub - Can't create new standards
523236,UNBO-3429,Automatically trigger full test suites on dependency PR's via CI workflows
523231,UNBO-3428,Clean up NOVO security groups from AWS
523229,UNBO-3427,Test defect to validate reopen counter 
523168,UNBO-3426,GET Zephyr test plans before POST new test plan to ensure no duplication
523104,UNBO-3425,Signpost modal CTA text is null when deployed to FE
523102,UNBO-3424,Reduce false negatives in Percy by mocking changing content
523098,UNBO-3423,Review the GitHub tests and make more required
523097,UNBO-3422,Migrate <ul> from intro to highlights in press releases
523066,UNBO-3421,Update worflow checks to match new Jira folder ID syntax
523057,UNBO-3420,Add stage into the list of buildhooks
523056,UNBO-3419,New navigation design amendments - secondary (design) ticket
523055,UNBO-3418,New navigation design amendments
523052,UNBO-3416,Configure routing in Akamai for qa-stage.unilever.com
523051,UNBO-3415,Create DNS for the new qa-stage-U.com site
523050,UNBO-3414,Create new Netlify site for qa-stage-netlify.unilever.com
523049,UNBO-3413,Create SSL certificate on Akamai
523048,UNBO-3412,Create a new QA stage site for unilever.com
523039,UNBO-3411,Review for Automation - NDPE Story: Signpost variant
523024,UNBO-3410,CMS fails to load intermittently especially on /structure/settings
522901,UNBO-3409,Duplicated publication list in Helpers scheme search
522893,UNBO-3408,NDPE Story: Percentage Chart List
522891,UNBO-3407,NDPE Story: Extend section module 
522888,UNBO-3406,Stage sites forwarding URLs are corrupted
522853,UNBO-3405,Test bug to validated the reopen counter 
522852,UNBO-3404,Test 
522848,UNBO-3403,test 
522831,UNBO-3402,Test story to verify the workflow 
522821,UNBO-3400,Review for Automation - NDPE Story: Hero banner
522759,UNBO-3399,"Create ""Stacked"" variants of UolButton"
522749,UNBO-3398,Update Debt Investor chart
522736,UNBO-3397,CTA Label is not displayed correctly in HERO BANNER
522728,UNBO-3395,Using Callout or Standfirst in a feature duplicates the content
522644,UNBO-3393,Update test data json for Indonesia ENG
522641,UNBO-3392,Taxonomy export
522640,UNBO-3391,Remove Previous / Next from leadership profiles - and allow CTAs in body content
522586,UNBO-3390,Test
522580,UNBO-3389,Stat row content is over lapping the chapter navigation
522574,UNBO-3387,Test
522451,UNBO-3385,Add asset caching to Akamai
522443,UNBO-3383,NDPE Signpost CTA is not visible on localhost
522436,UNBO-3382,Test 
522433,UNBO-3381,Review for Automation - Create highlights for News and Press
522371,UNBO-3380,Investigate how much data will need to be stored. 
522370,UNBO-3379,Document the data cache service
522366,UNBO-3378,Implement the deforestation cache
522298,UNBO-3377,CEE Show and Tell prep
522294,UNBO-3376,Indonesia English P&S uses inconsistent URL slug syntax
522291,UNBO-3375,[data-testid=uco-c-header-legacy-language-action] does not exist on live publications
522281,UNBO-3374,2024 PROD Defects
522274,UNBO-3373,QA unilever.co.kr/en/contact/ is error 404
522212,UNBO-3372,BAU/Adhoc Request - 2024
522209,UNBO-3371,Create Deforestation Application Package
522085,UNBO-3370,Test
522079,UNBO-3368,Fix sending the UI test assets to Slack
522046,UNBO-3364,Login to preview sites in QA does not work
521900,UNBO-3363,HUF - scrolling on mobile device
521898,UNBO-3362,China Image Loading
521828,UNBO-3361,Hi charts in Indonesia (en) not working
521826,UNBO-3360,Wire up Jira Test Plan using GitHub Actions
521806,UNBO-3359,Comms requested changes to new navigation
521722,UNBO-3358,The copy Item to another publication is showing multiple publications
521721,UNBO-3357,Agree on how the map layers are going to be served 
521720,UNBO-3356,Agree on how we add google maps to the website
521719,UNBO-3355,Review and provide design feedback for the NDPE Dashboard and Palm story 
521717,UNBO-3354,Update Google Page Insights
521716,UNBO-3353,Add in ENV variables for all sites to tell them to use the legacy Navigation
521696,UNBO-3352,Create document for the Google Maps and Deck GL layers 
521692,UNBO-3351,One Trust in HUF is still dropping cookies when they should not be
521686,UNBO-3350,Review the CMDB against the list of actual sites and align them
521685,UNBO-3349,Review the CMDB against the list of actual sites and align them
521684,UNBO-3348,Review the CMDB against the list of actual sites and align them
521657,UNBO-3347,"Alignment and spacing of ""unilever test automation"" and ""change location"" | Mobile View"
521572,UNBO-3346,Enabled indonesian EN in test data json
521544,UNBO-3345,Brendan Test
521542,UNBO-3344,Update QA smoke test for https://qa-netlify.unilever.co.kr/en/contact/
521373,UNBO-3343,Test 
521158,UNBO-3342,Sustainability event - Sign-up notification email 
521156,UNBO-3341,"NDPE Story: ""Palm oil supply chain"" overview"
521155,UNBO-3340,"NDPE Story: ""Commodities forest footprint"" - geospatial representation (map) and narratives"
521154,UNBO-3339,"NDPE Story: ""Forest-risk commodities"" section - overview and scores"
521152,UNBO-3338,Sub task test workflow 2
521151,UNBO-3337,Sub task test workflow 1 
521131,UNBO-3336,Test bug workflow
521130,UNBO-3335,Test task workflow
521125,UNBO-3334,Test story workflow
521119,UNBO-3333,Move analytics code out of is:inline scripts so we can share code
521100,UNBO-3332,Enable footnotes on Stat module
521088,UNBO-3331,Enable India-HUF in test data json
521085,UNBO-3330,Terraform script to ping test Playbook and Accessibility Hub in production
520971,UNBO-3329,Site Performance Benchmarking
520789,UNBO-3328,ICAA/ISA UOL Security Classification / Out of Hours Support Plan
520785,UNBO-3327,New UOL Confluence
520577,UNBO-3326,Navigation
520573,UNBO-3325,Navigation - 2024
520568,UNBO-3324,the /favicon.ico is throwing a 404 on the live site
520558,UNBO-3323,Sprint 51 automation tasks
